,chi_x,t_x,chi_1,t_1,chi_2,t_2,chi_3,t_3,chi_4,t_4,chi_5,t_5,chi_6,t_6,chi_7,t_7,chi_8,t_8,chi_9,t_9,chi_10,t_10,chi_11,t_11,chi_12,t_12,chi_13,t_13,chi_14,t_14
15,4.857272727272727,-14.117647058823529,0.015957705652128274,0.0015891025429203396,0.04407848234913328,0.00035011327922841197,0.07751092845392854,8.082320532586267e-05,0.10705060508700871,2.0360821547110277e-05,0.12549723961495157,5.564011486232219e-06,0.12999349613179265,1.6330699284725324e-06,0.12191486386594298,5.102456602154406e-07,0.10523564391396487,1.6846361945130004e-07,0.08459624904360176,5.841898834200336e-08,0.06389477789003573,2.1171372277079943e-08,0.045656339256562005,7.985002677005253e-09,0.031035436206041926,3.123184911449878e-09,0.02016048104527365,1.2630076306589833e-09,0.012562298155218322,5.26706509399923e-10
16,5.261212121212122,-13.725490196078432,0.01252879962730236,0.0016807193123116674,0.03601739577856717,0.0003806597370412066,0.06591667246340106,9.030830485054573e-05,0.09474757962234595,2.33738469006328e-05,0.11560053205147158,6.5606673921330824e-06,0.12462177859114928,1.9773042213839474e-06,0.12163978408955453,6.342231403345811e-07,0.10927693534846128,2.149067183009457e-07,0.09142467235336994,7.646588483526135e-08,0.07186614210302972,2.842646631099727e-08,0.0534449549292663,1.0995148008818317e-08,0.037810301793721274,4.409297478349641e-09,0.025562294971953798,1.8277569819416966e-09,0.01657733484198456,7.811214066715286e-10
17,5.665151515151516,-13.333333333333332,0.00986579938099296,0.0017804779214755234,0.029430523228880092,0.0004148546747347951,0.05589124831141315,0.00010122130171026461,0.08336418663089597,2.693576232660125e-05,0.10554413001837058,7.770942435714656e-06,0.11806768705034855,2.4065757840053073e-06,0.11958469761778413,7.929472304087784e-07,0.11147855603061953,2.7593454697937606e-07,0.09678077584261803,1.0079925564927642e-07,0.07894286382547092,3.8461614888810836e-08,0.060919750989149576,1.5265256108777212e-08,0.04472232846112663,6.2799462984724225e-09,0.0313745108744395,2.66977950003642e-09,0.021113230570221284,1.169861679034696e-09
18,6.069090909090909,-12.941176470588236,0.007788644800853211,0.0018893704349466104,0.02404825998111372,0.00045325770326624677,0.047269993354996445,0.000113827043321738,0.07297553801541604,3.116629967564722e-05,0.09562862898119885,9.248527615750254e-06,0.11072379358884486,2.9451283669628767e-06,0.11607576855972422,9.975160495063968e-07,0.11199879484835279,3.5671385829909807e-07,0.10063919881879475,1.3386871693150478e-07,0.08496635845540941,5.246007157301733e-08,0.06786538296103765,2.1377595768741392e-08,0.05156685536802847,9.026927693049746e-09,0.03744374352461888,3.9379171019615566e-09,0.026080327760375624,1.7701606025197e-09
19,6.473030303030304,-12.549019607843137,0.006162480738470503,0.00200854440907237,0.01965030671122193,0.0004965343129412253,0.03988992456196017,0.00012844925128242406,0.06359851540278968,3.621583978732319e-05,0.0860695634917203,1.1062697416321449e-05,0.10291877935749927,3.6250868488815847e-06,0.1114261785300993,1.2630283785505234e-06,0.11103272958866375,4.6445975794704105e-07,0.10303786145374247,1.79184521068374e-07,0.08983977790694876,7.216130856662678e-08,0.07410746661661252,3.0210072979647516e-08,0.058153560480919214,1.3101345008168485e-08,0.043609079735467356,5.868044626877059e-09,0.031369146601841286,2.707450892401955e-09
20,6.876969696969698,-12.156862745098039,0.004885359353082544,0.0021393330093825076,0.01605665250410401,0.0005454799120884146,0.03359646822995615,0.0001454858939081564,0.05521055635274793,4.227447922100278e-05,0.07701396464753779,1.330347035515851e-05,0.09492033074767134,4.489350258281015e-06,0.10592454022492266,1.6101983164400212e-06,0.10879403969634613,6.093384019631215e-07,0.10406283618460585,2.418249327992933e-07,0.09352166427533637,1.0014837052706864e-07,0.07951521900247281,4.310044088646422e-08,0.06431456512316618,1.9208370722255698e-08,0.049711250138901444,8.838318734228476e-09,0.036857442952149794,4.187915614021285e-09
21,7.280909090909091,-11.764705882352942,0.0038796088455642637,0.0022832921419522825,0.013120206896837665,0.0006010502850048546,0.028247079312840172,0.00016542920205089398,0.047763516834896755,4.9584159573900804e-05,0.06855480552016269,1.6088700486800315e-05,0.08694045598424732,5.595674403831413e-06,0.09982826134745144,2.0676946486776647e-06,0.105500926057248,8.05809370499596e-07,0.1038343565106154,3.292104333355679e-07,0.09601783145369308,1.4029767348928938e-07,0.08400094558520398,6.210990820737438e-08,0.06990971019205713,2.8463214673256737e-08,0.05560029530511556,1.3462385449007773e-08,0.042417187040014036,6.55476146568416e-09
22,7.6848484848484855,-11.372549019607844,0.003085664936805272,0.0024422465242404582,0.01072077937613886,0.0006644004550328249,0.023712867514358096,0.00018889193128954155,0.0411937825725578,5.8455029186393836e-05,0.06074326466304255,1.957390970684682e-05,0.07914199439697472,7.0224883705502615e-06,0.0933605570821067,2.675564573219864e-06,0.1013657059549131,1.07464322117746e-06,0.10249453366243393,4.522983409159753e-07,0.09737251147790137,1.9849134556131728e-07,0.0875172179690009,9.04514866344662e-08,0.07482929972968433,4.265108870175348e-08,0.06114150544611196,2.0748691100774604e-08,0.0479209858874948,1.0386821679305991e-08
23,8.08878787878788,-10.980392156862745,0.0024575953238658325,0.0026183472347147533,0.008760159907199852,0.0007369346419364139,0.01987896726665174,0.0002166421001270766,0.035429537636800866,6.928770825669865e-05,0.05359891648977116,2.396604882725596e-05,0.07164550364690343,8.877264572453645e-06,0.08671005320372496,3.4902977618596424e-06,0.09658754691145416,1.4459878233921578e-06,0.10019703247476315,6.274478140812019e-07,0.09765952233740326,2.837591938678177e-07,0.09005250464137553,1.33194911184987e-07,0.07899471605310024,6.466624214231614e-08,0.06621960072705897,3.237650020448285e-08,0.05324762514155052,1.66737640972746e-08
24,8.492727272727274,-10.588235294117647,0.001959810957383062,0.002814144119034401,0.007158099136944478,0.0008203709884971988,0.016644139967156905,0.00024964933536083,0.03039589188060698,8.260386887561697e-05,0.047118047143387805,2.9542948907310888e-05,0.06453600498832511,1.1308690873724771e-05,0.08003214480245985,4.592400433714506e-06,0.091347781606202,1.964083464497101e-06,0.09709873983695841,8.79367267490774e-07,0.09697397451876584,4.1013289412858224e-07,0.09162590177342073,1.9844215902560575e-07,0.08235735181402835,9.926363635037164e-08,0.070741254079942,5.118091769080344e-08,0.05828654398838276,2.7131975675943872e-08
25,8.896666666666668,-10.196078431372548,0.0015646232732869335,0.0030326775871298635,0.005849023738963163,0.0009168261270569811,0.013919931721342762,0.0002891472669455913,0.026018407265487823,9.908864774649201e-05,0.04128033084918201,3.668110438531487e-05,0.057869274159655835,1.452456906028942e-05,0.0734514686909779,6.097856678162302e-06,0.08580727374006746,2.694602705396271e-06,0.09335331901724761,1.2458324277004386e-06,0.09542483900510006,5.996969540772405e-07,0.09228148461371623,2.993149658071498e-07,0.08489629843487081,1.5436435838112136e-07,0.07463614619212397,8.201777378535751e-08,0.06294117236740829,4.478272080405514e-08
26,9.30060606060606,-9.803921568627452,0.0012504130447757796,0.00327759594761715,0.0047793524571885255,0.0010289266546546453,0.011629599142502509,0.00033671834314544875,0.022225437214550045,0.00011965008154931975,0.03605410675572594,4.5895796593974845e-05,0.051677509014315906,1.881844244609702e-05,0.06706500876040855,8.175686327965833e-06,0.08010535892259511,3.736223905037561e-06,0.08910646099023628,1.7853405692828764e-06,0.09312854833531402,8.876791752972462e-07,0.09208267679166104,4.573638872299474e-07,0.08661519410628671,2.433565387229838e-07,0.0778567910768503,1.3332953637654678e-07,0.06713114993712493,7.502697760625478e-08
27,9.704545454545455,-9.411764705882353,0.0010002468593143013,0.0035533066981001784,0.0039053029923388784,0.0011599574780851957,0.009706941111981978,0.00039441030710065576,0.01894959520146251,0.00014550331392043035,0.031400483748608356,5.7899717046495736e-05,0.045974301994457345,2.460969956700969e-05,0.06094548436661711,1.107519146731988e-05,0.07435995057436852,5.239127919885051e-06,0.08449260332644651,2.589703334969902e-06,0.09020369004333904,1.3310680308525411e-06,0.09110692328381975,7.085037821273403e-07,0.08753858101933128,3.8921381137926237e-07,0.08037738893014693,2.2002553389202275e-07,0.0707935115440425,1.2767611765053918e-07
28,10.10848484848485,-9.019607843137255,0.0008008246609555686,0.0038651734303950017,0.003191099965651559,0.001314061229486003,0.008095123951562378,0.0004648979019609334,0.016128592826394658,0.0001782912902095145,0.02727647927032504,7.36896793951509e-05,0.04075890905324796,3.250476080197199e-05,0.05514477548481832,1.5168814529545049e-05,0.06866846910092152,7.434979386424864e-06,0.07963287535162634,3.805069849639541e-06,0.08676677243441434,2.0234226020296745e-06,0.08944085710368872,1.113509886888003e-06,0.08770806045052106,6.319854634622955e-07,0.08219195898801243,3.6886666441015534e-07,0.07388296667950718,2.208527419027499e-07
29,10.512424242424244,-8.627450980392156,0.0006416743898588454,0.004219774690057848,0.0026075106107663953,0.0014965092462589133,0.006745553411694916,0.000551709978425971,0.013705628878499547,0.00022025989062859309,0.023637373071223055,9.467655444178807e-05,0.03601984632000211,4.339171192964173e-05,0.04969721874023023,2.1020518219970654e-05,0.0631093176104643,1.0686245890221015e-05,0.07463403529512243,5.667563276954445e-06,0.08292899004638699,3.120727944588536e-06,0.08717607132737666,1.7768800114799626e-06,0.08717847253633978,1.042644745773714e-06,0.08331198596192928,6.287027322562236e-07,0.07637142400904443,3.886129261636006e-07
30,10.916363636363638,-8.23529411764706,0.0005145325143610597,0.004625247981653955,0.0021306482587332854,0.0017140740798627615,0.005616824029497825,0.0006595524097679539,0.011629465586758772,0.0002745153905112955,0.020438431195821175,0.00012288266130681423,0.03173786881040893,5.858878064924941e-05,0.0446226694180765,2.9496522887201165e-05,0.05774368616293792,1.556858778393251e-05,0.06958818368470938,8.56465502493152e-06,0.07879388448233621,4.887274346128026e-06,0.08440554643292833,2.881299742956493e-06,0.08601426953308129,1.7491300460584589e-06,0.08376378525343843,1.09027327869574e-06,0.0782469203449423,6.961018868323066e-07
31,11.320303030303032,-7.843137254901961,0.0004128653821715839,0.005091752289125157,0.0017409946420539743,0.001975547958780055,0.0046737612369042,0.0007947732978171275,0.009854293461092473,0.00034540821628665445,0.017636131164346498,0.00016124600467646197,0.027888397032275122,8.008082402735855e-05,0.03992926981251467,4.1947455083223604e-05,0.05261751757245969,2.3010720039606388e-05,0.06457306200805667,1.3142618187956783e-05,0.07445578045281728,7.778447331197465e-06,0.08122073661397229,4.7517033388765535e-06,0.08428619970836053,2.9861705136977726e-06,0.08358575916496312,1.925183059891618e-06,0.07951211016427338,1.270225916968393e-06
32,11.724242424242425,-7.450980392156863,0.0003314978959405344,0.0056320978358245155,0.0014226010000649655,0.0022924740533589597,0.0038865616951331066,0.0009660426132453154,0.008339459498865689,0.0004391133904766548,0.015188997170171725,0.0002140963956519511,0.024443461212963143,0.00011090198534178869,0.035615897000845075,6.051286354470755e-05,0.04776351082472448,3.4535819616499176e-05,0.059652772942108086,2.049787588717618e-05,0.06999887249274958,1.259272168727967e-05,0.0777092856946182,7.976440438783217e-06,0.0820683750528631,5.192312357516142e-06,0.08282568219076532,3.4639904963544016e-06,0.08018246037361804,2.362837568177601e-06
33,12.128181818181819,-7.0588235294117645,0.0002663244241993833,0.006262615365723707,0.0011624352864166346,0.002680192729519301,0.0032300310393126993,0.0011853600313972048,0.007049113252765605,0.0005645221888167666,0.013058134574385084,0.00028791259778807504,0.02137323179662408,0.00015576514835824855,0.0316742860648857,8.863895863810481e-05,0.04320307354526698,5.268541253907143e-05,0.05487878576514809,3.252372063909851e-05,0.06549684138265982,2.0755646272373433e-05,0.07395332130230711,1.364053396262602e-05,0.07943576008055137,9.20223019801454e-06,0.08153812061934547,6.355447540853642e-06,0.08028427842686643,4.483208304284897e-06
34,12.532121212121213,-6.666666666666666,0.00021408302264535828,0.007004374023604199,0.000949848759451748,0.0031593616452636366,0.0026829143892489146,0.0014695733710764116,0.005951809893316138,0.0007346344604055001,0.01120753610927053,0.00039254673167273815,0.018647200753635018,0.00022211522350947,0.028090840202120722,0.0001319742854766692,0.03894816335188537,8.177683773606484e-05,0.05029111633761494,5.254973259408805e-05,0.061012888014415546,3.4859885013162215e-05,0.07002826287065328,2.3782696539479415e-05,0.07646209080982334,1.6634621804206046e-05,0.07978206168811956,1.1896895818339919e-05,0.07985268251341061,8.680552524857242e-06
35,12.936060606060607,-6.274509803921569,0.00017217860135874618,0.007884915514747856,0.0007761401227015555,0.0037582010783618618,0.002227312822243486,0.0018427052574363921,0.005020097833031319,0.0009687704356874238,0.00960421788573255,0.0005432391374987463,0.016235072454111665,0.00032192295603278043,0.024848148928729503,0.00019994686306540495,0.03500298020169562,0.0001292809436759645,0.045919594355780725,8.654192561478077e-05,0.05660008416023425,5.971024768655002e-05,0.06600207284356632,4.230628152954305e-05,0.07321821190049217,3.068792453494222e-05,0.0776188013118185,2.2731204696337388e-05,0.07892960221767953,1.7156344365426226e-05
36,13.340000000000002,-5.882352941176471,0.0001385440747875147,0.008940767529119984,0.0006341993755036188,0.0045158698842834525,0.001848177957665443,0.0023395824582299,0.004230109834609138,0.0012961479847597142,0.00821823131841901,0.0007639941051688274,0.014107416298421488,0.00047479505117045787,0.02192624115754192,0.00030859098044358854,0.03136548890349043,0.00020837210339385537,0.041785151005944175,0.00014539434022211608,0.0523019527465703,0.00010438009269479413,0.061934879379921697,7.682483216741634e-05,0.06977080496392483,5.77984946803832e-05,0.07511011735710514,4.4339279572388816e-05,0.07756187818489635,3.461070691296538e-05
37,13.743939393939396,-5.490196078431373,0.00011153108597136036,0.010221157935877825,0.0005182167963294935,0.00548763892005109,0.0015328764861306198,0.003011604580458891,0.0035611701208369964,0.0017617764733814808,0.007022587174591343,0.0010933395743429044,0.012236126578072876,0.0007134634876831162,0.0193036025032479,0.00048570242398109515,0.028028763684267453,0.00034272791086096573,0.03790107755561941,0.0002493757663259296,0.04815320367045265,0.0001863206535388948,0.05787890143215886,0.000142456047266385,0.06618147128707216,0.0001111438344859862,0.07231673758830767,8.827752450799863e-05,0.07579951086427164,7.123819620116797e-05
38,14.14787878787879,-5.098039215686274,8.982382742192223e-05,0.011793621372402668,0.0004234451473320181,0.006752981544481934,0.0012708166226286963,0.003936093978617603,0.0029954253088844336,0.002436351482966707,0.005993119846190769,0.0015943327970241187,0.010594728547060344,0.0010936415571448793,0.016957986629027567,0.0007803937472579495,0.02498215587904814,0.0005757017535858447,0.034274219901992996,0.0004368812378662568,0.0441805641545833,0.0003396801563484097,0.05387861208027779,0.0002697137285521132,0.0625061266439148,0.00021812229379970793,0.0692970975428102,0.00017926559542918112,0.07369409193815879,0.00014944651275462928
39,14.551818181818183,-4.7058823529411775,7.237094889215956e-05,0.013752662147871953,0.00034600536699900435,0.008428500491318183,0.001053128889924361,0.005231754664357266,0.002517503595251392,0.0034331753038308144,0.005108313376066441,0.002372239619516642,0.009158563647542969,0.0017119965649911742,0.014867049492853729,0.001281053932395482,0.022212292167609126,0.0009880704383881064,0.03090608587429992,0.0007818415564919184,0.040403654628059,0.0006322987113050037,0.04997108248383026,0.0005210451149356872,0.05879466360284916,0.0004364126317347516,0.06610637333212153,0.0003707632037122226,0.07129743790081858,0.00031895564220474484
40,14.955757575757577,-4.313725490196079,5.83316637239463e-05,0.016233485891728388,0.0002827277977948932,0.010689048230692924,0.0008723942216459529,0.0070847366835672275,0.002114204201874116,0.004937589197754796,0.0043491054964761985,0.003606232474273225,0.00790488137721933,0.0027393268547888138,0.013008833495338566,0.0021494391808239235,0.019703914923802142,0.0017326316896568543,0.027793851442811223,0.0014285344290919134,0.036835871861717086,0.0012005226289595796,0.04618645603058941,0.0010254980711593802,0.05509083696555112,0.0008883877594287573,0.06279576724335298,0.0007790563761066277,0.0686604335251971,0.0006905063501521731
41,15.359696969696971,-3.9215686274509807,4.703302621728368e-05,0.01943437980244688,0.00023102245014072317,0.013803017921414536,0.0007224130302652896,0.009793375439681522,0.0017742174136792155,0.00725888003959276,0.003698681743945127,0.005606791554188092,0.006812860458118065,0.0044821921067653,0.01136212615486949,0.0036855625772797196,0.017440578688920717,0.0031016040923439133,0.02493125923860906,0.002660912448928577,0.03348525045474713,0.0023200053982572405,0.04254850966422153,0.002050637663241603,0.05143232999393239,0.0018338649437689846,0.059412019541333204,0.0016566179457280074,0.06583208359602151,0.0015096534567920965
42,15.763636363636365,-3.529411764705884,3.7936015851346e-05,0.023654295990515672,0.00018877299255781507,0.01819257234693014,0.0005980095589657623,0.013846046494387218,0.0014878744049784153,0.010922479495003358,0.003142268409838278,0.008919774742622974,0.005863577768710391,0.007496903790150361,0.009906715313926508,0.00645003813964164,0.015405217955975494,0.00565605198157491,0.022309408252400756,0.005038066574880677,0.030355281745069893,0.004546350256183374,0.03907526657541702,0.0041476544251585375,0.04785096231450113,0.0038190840150693953,0.055997117555184564,0.003544455278115622,0.06285876413132192,0.0033120603965611857
43,16.16757575757576,-3.137254901960784,3.0608577370668056e-05,0.02935796652473458,0.00015425012892697804,0.024538169016081038,0.0004948664934718946,0.02005726730156674,0.001246925322521373,0.016832756613620995,0.0026669305076975776,0.014512233470558746,0.005039939903975972,0.01279542326149146,0.008623560204678115,0.011487634346615637,0.013580601701860116,0.010465060967756306,0.019917437558449855,0.009647302593990242,0.027445675856035717,0.008980619593480696,0.03577963118033587,0.008428046313420746,0.044373004362032585,0.007963473326782813,0.05258817251692735,0.007568014997758083,0.05978365913453344,0.007227717743688972
44,16.571515151515154,-2.745098039215687,2.4704164079837898e-05,0.037292194674295724,0.00012604081734150785,0.03396100029355513,0.00040938542935454943,0.029802073949920564,0.0010443436571420754,0.026551204918909603,0.0022613789484528207,0.024088641783069752,0.004326589184429662,0.0221951387345492,0.007494895101520658,0.02070693333342207,0.011949689704026305,0.019512211693294475,0.017743109676266626,0.01853482037287445,0.02475305799827204,0.017721975353310528,0.032670023426138575,0.017036272810356537,0.04101956756646984,0.01645061573722126,0.04921743529151014,0.015944964638771153,0.056646365453029666,0.015504218069722362
45,16.97545454545455,-2.352941176470587,1.9944641820108922e-05,0.048698547965651456,0.00010299043343837903,0.04833480279335382,0.0003385693606426307,0.0453961885945377,0.0008741547107249323,0.042729500876409296,0.0019157895973575304,0.04056724433239098,0.0037097933894015183,0.038831833152861664,0.006504279845719481,0.03742495446112842,0.010495904842468873,0.03626799096626321,0.01577330098170387,0.03530279990765805,0.022271594445843312,0.03448687541370907,0.02975099487185422,0.033788910225577125,0.03780704391702112,0.0331855322460974,0.04591242373901936,0.03265902902572195,0.05348264629261636,0.03219577596890176
